date,broker,buy_amount,sell_amount,net_amount,net_matching
2026-07-07,87,2323502.0,13029923.0,-10706421.0,0.0
2026-07-07,48,79166079.2,90300294.3,-11134215.1,2380576.8
2026-07-07,57,56129703.9,67796016.7,-11666312.8,794306.3
2026-07-07,36,28534928.4,40884490.9,-12349562.5,227130.2
2026-07-07,85,16113580.5,30348910.7,-14235330.2,721350.0
2026-07-07,77,55060302.0,71447662.8,-16387360.8,39662.0
2026-07-07,14,46210725.7,65432588.6,-19221862.9,649119.4
2026-07-07,74,27982109.0,47270624.2,-19288515.2,224665.5
2026-07-07,6,42366992.2,62283364.4,-19916372.2,2879369.0
2026-07-07,17,45725797.5,76539917.0,-30814119.5,3014717.9
2026-07-07,81,12606063.5,48258945.0,-35652881.5,0.0
2026-07-07,35,32873992.6,74260754.5,-41386761.9,1573832.6
2026-07-07,96,12259640.6,82991540.8,-70731900.2,502450.0
2026-07-07,58,165827432.1,236788171.05,-70960738.95,13911046.9
2026-07-07,101,15252241.0,110791997.5,-95539756.5,126080.0
2026-07-07,75,46957432.8,574673109.1,-527715676.3,3364685.0
